"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4894","Registration with different passwords, TC003","chromium","Mon Mar 03 14:41:09 GMT 2025","passed","Mon Mar 03 14:41:14 GMT 2025","","test/register_TC001_TC002_TC003.spec.ts","",""
"","9683","Registration with valid data, TC001","chromium","Mon Mar 03 14:41:08 GMT 2025","failed","Mon Mar 03 14:41:18 GMT 2025","","test/register_TC001_TC002_TC003.spec.ts","",""
"","5081","Password recovery with invalid email","chromium","Mon Mar 03 14:41:03 GMT 2025","passed","Mon Mar 03 14:41:08 GMT 2025","","test/lostPassword_TC005.spec.ts","",""
"","1867","login with only password","chromium","Mon Mar 03 14:41:01 GMT 2025","passed","Mon Mar 03 14:41:03 GMT 2025","","test/login_TC004.spec.ts","",""
"","6568","Password recovery with a valid email, but without an activated account, TC005","chromium","Mon Mar 03 14:41:03 GMT 2025","passed","Mon Mar 03 14:41:10 GMT 2025","","test/lostPassword_TC005.spec.ts","",""
"","2088","header elements presence","chromium","Mon Mar 03 14:41:06 GMT 2025","passed","Mon Mar 03 14:41:08 GMT 2025","","test/main.spec.ts","",""
"","2661","Registration without required fields, TC004","chromium","Mon Mar 03 14:41:10 GMT 2025","passed","Mon Mar 03 14:41:13 GMT 2025","","test/register_TC001_TC002_TC003.spec.ts","",""
"","5324","Password recovery with empty field","chromium","Mon Mar 03 14:41:04 GMT 2025","passed","Mon Mar 03 14:41:09 GMT 2025","","test/lostPassword_TC005.spec.ts","",""
"","2633","Registration with empty fields, TC002","chromium","Mon Mar 03 14:41:08 GMT 2025","passed","Mon Mar 03 14:41:11 GMT 2025","","test/register_TC001_TC002_TC003.spec.ts","",""
"","2322","login with only login","chromium","Mon Mar 03 14:41:01 GMT 2025","passed","Mon Mar 03 14:41:04 GMT 2025","","test/login_TC004.spec.ts","",""
"","1824","Login with empty fields, TC004","chromium","Mon Mar 03 14:41:01 GMT 2025","passed","Mon Mar 03 14:41:03 GMT 2025","","test/login_TC004.spec.ts","",""
"","4613","login with invalid data","chromium","Mon Mar 03 14:41:01 GMT 2025","passed","Mon Mar 03 14:41:06 GMT 2025","","test/login_TC004.spec.ts","",""
